ID,Organisation Name,Type of Data Provided,Data provided to customer,Sensitive or Non-Sensitive,Legal Basis for Provision of Data (Dissemination),Purpose,Frequency,NIC Number,MR Number (where relevant),Patient Opt-Outs applied,Common law duty of confidentiality
DSfC3253,NHS North Kirklees CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3254,NHS North Kirklees CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3255,NHS North Kirklees CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3256,NHS North Kirklees CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3257,NHS North Kirklees CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3258,NHS North Kirklees CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3259,NHS North Kirklees CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3260,NHS North Kirklees CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3261,NHS North Kirklees CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3262,NHS North Kirklees CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3263,NHS North Kirklees CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3264,NHS North Kirklees CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3265,NHS North Kirklees CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3266,NHS North Kirklees CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3267,NHS North Kirklees CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3268,NHS North Kirklees CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90698-W7X6Y-v3.5,,No - data flow is not identifiable,Does not include the flow of confidential data
DSfC3269,NHS Bassetlaw CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3270,NHS Bassetlaw CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3271,NHS Bassetlaw CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3272,NHS Bassetlaw CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3273,NHS Bassetlaw CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3274,NHS Bassetlaw CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3275,NHS Bassetlaw CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3276,NHS Bassetlaw CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3277,NHS Bassetlaw CCG,Diagnostic Imaging Dataset,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3278,NHS Bassetlaw CCG,Diagnostic Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3279,NHS Bassetlaw CCG,Emergency Care-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3280,NHS Bassetlaw CCG,"Experience, Quality and Outcomes-Local Provider Flows",Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3281,NHS Bassetlaw CCG,Improving Access to Psychological Therapies Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3282,NHS Bassetlaw CCG,Maternity Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3283,NHS Bassetlaw CCG,Mental Health and Learning Disabilities Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3284,NHS Bassetlaw CCG,Mental Health Minimum Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3285,NHS Bassetlaw CCG,Mental Health Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3286,NHS Bassetlaw CCG,Mental Health-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3287,NHS Bassetlaw CCG,National Cancer Waiting Times Monitoring DataSet (CWT),Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3288,NHS Bassetlaw CCG,National Diabetes Audit,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3289,NHS Bassetlaw CCG,Other Not Elsewhere Classified (NEC)-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3290,NHS Bassetlaw CCG,Patient Reported Outcome Measures,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3291,NHS Bassetlaw CCG,Population Data-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3292,NHS Bassetlaw CCG,Primary Care Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3293,NHS Bassetlaw CCG,Public Health and Screening Services-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3294,NHS Bassetlaw CCG,SUS for Commissioners,Identifiable,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90700-V8P0C-v5.2,,Yes - patient objections upheld,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3295,NHS Bassetlaw CCG,SUS for Commissioners,Anonymised - ICO code compliant,Sensitive,National Health Service Act 2006 - s251 - 'Control of patient information'. ,,One-Off,DARS-NIC-90700-V8P0C-v5.2,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3296,NHS Vale of York CCG,Acute-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3297,NHS Vale of York CCG,Ambulance-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3298,NHS Vale of York CCG,Children and Young People Health,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3299,NHS Vale of York CCG,Civil Registration - Births,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3300,NHS Vale of York CCG,Civil Registration - Deaths,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3301,NHS Vale of York CCG,Community Services Data Set,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3302,NHS Vale of York CCG,Community-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
DSfC3303,NHS Vale of York CCG,Demand for Service-Local Provider Flows,Anonymised - ICO code compliant,Sensitive,Health and Social Care Act 2012 - s261(1) and s261(2)(b)(ii),,One-Off,DARS-NIC-90708-H6D9L-v3.4,,No - data flow is not identifiable,Mixture of confidential data flow(s) with support under section 251 NHS Act 2006 and non-confidential data flow(s)
